scene_file,logical_name,width,height,mips,faces,format,texel_usage,pixel_data_size,binary,embedded
baskets.SCNE,NormalAndRoughMap#87d5f9fa_1762,512,512,10,1,BC7_UNORM,LINEAR,349552,normalandroughmap.30f0323864f5c026.tld,False
baskets.SCNE,%databuild_art_root%/material_library/_generic_textures/logos/flag_america_stanchion.png,512,512,10,1,BC7_UNORM,,349552,flag_america_stanchion.bd4ae1f0c2e6e019.tld,False
baskets.SCNE,NormalAndRoughMap#1a3ea9cb_1766,512,512,10,1,BC7_UNORM,LINEAR,349552,normalandroughmap.b73992c127d4bc68.tld,False
baskets.SCNE,%databuild_art_root%/substance_library/graphs/led_endofquarter_bulbs/exports/led_endofquarter_bulbs_emissive.png,32,32,6,1,BC1_UNORM,,696,led_endofquarter_bulbs_emissive.055587bef6cfdaec.tld,True
baskets.SCNE,%databuild_art_root%/asset_library/basket_stanchion_all/texture/basket_stanchioni_nba_metal_n.png,1024,1024,11,1,BC7_UNORM,NORMAL,1398128,basket_stanchioni_nba_metal_n.3718f1a6ee754968.tld,False
baskets.SCNE,%databuild_art_root%/material_library/_generic_textures/surface_variations/surface_variation_dirt2_normal.png,1024,1024,11,1,BC7_UNORM,NORMAL,1398128,surface_variation_dirt2_normal.8d99325634ca5370.tld,False
baskets.SCNE,%databuild_art_root%/asset_library/basket_stanchion_all/texture/basket_stanchioni_nba_metal_ao.png,1024,1024,11,1,BC1_UNORM,LINEAR,699064,basket_stanchioni_nba_metal_ao.88fee9533b6c0471.tld,False
baskets.SCNE,%databuild_art_root%/material_library/vinyl_stantionarm_m/texture/basket_stanchioni_nba_backboard_n.png,1024,1024,11,1,BC7_UNORM,NORMAL,1398128,basket_stanchioni_nba_backboard_n.f3a7b06a29e6b9d9.tld,False
baskets.SCNE,NormalAndRoughMap#10b896d9_1766,512,512,10,1,BC7_UNORM,LINEAR,349552,normalandroughmap.ee35104398fb8987.tld,False
baskets.SCNE,%databuild_art_root%/material_library/_generic_textures/surface_variations/surface_variation_fractalsumbase_normal.png,1024,1024,11,1,BC7_UNORM,NORMAL,1398128,surface_variation_fractalsumbase_normal.6ca724ce53e53fb8.tld,False
baskets.SCNE,%databuild_art_root%/asset_library/_generic_textures/basket_stanchion_textures/timeboard_number_timeout_c.tga,1024,1024,11,1,BC1_UNORM,,699064,timeboard_number_timeout_c.340958e0a2edc134.tld,False
baskets.SCNE,%databuild_art_root%/material_library/_generic_textures/surface_variations/fractal_blurred_normal.png,512,512,10,1,BC7_UNORM,NORMAL,349552,fractal_blurred_normal.6f16a254915312d1.tld,False
baskets.SCNE,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_grunge_watery_012.tga,1024,1024,11,1,BC7_UNORM,,1398128,substanceprocedural_grunge_watery_012.bc24ea163b256663.tld,False
baskets.SCNE,NormalAndRoughMap#6c5625ce_1764,512,512,10,1,BC7_UNORM,LINEAR,349552,normalandroughmap.dd3a67d1ad43ccae.tld,False
baskets.SCNE,%databuild_art_root%/material_library/_generic_textures/surface_variations/surfacevariation_metal_gold_normal.tga,512,512,10,1,BC7_UNORM,NORMAL,349552,surfacevariation_metal_gold_normal.dc18cf9f91cb1405.tld,False
baskets.SCNE,NormalAndRoughMap#3adb5e14_1607,256,256,9,1,BC7_UNORM,LINEAR,87408,normalandroughmap.e18241fffe81af52.tld,False
baskets.SCNE,%databuild_art_root%/asset_library/basket_stanchion_all/texture/tissot_logo_official_horizontal_en_n.png,1024,1024,11,1,BC7_UNORM,NORMAL,1398128,tissot_logo_official_horizontal_en_n.ac351190ddddb1a1.tld,False
baskets.SCNE,NormalAndRoughMap#19dc7126_1623,256,256,9,1,BC7_UNORM,LINEAR,87408,normalandroughmap.c89c6b812abfdf05.tld,False
baskets.SCNE,%databuild_art_root%/asset_library/_generic_textures/basket_stanchion_textures/timeboard_number_n.tga,1024,1024,11,1,BC7_UNORM,NORMAL,1398128,timeboard_number_n.cd5a4422aea121a8.tld,False
baskets.SCNE,AddOn1NormalAndRoughMap#b4e8305a_1449,512,512,10,1,BC7_UNORM,LINEAR,349552,addon1normalandroughmap.f51e1f5b00f48605.tld,False
baskets.SCNE,%databuild_art_root%/asset_library/_generic_textures/basket_stanchion_textures/timeboard_number_big_n.tga,1024,1024,11,1,BC7_UNORM,NORMAL,1398128,timeboard_number_big_n.4e78f7d66ee2189a.tld,False
baskets.SCNE,%databuild_art_root%/asset_library/basket_stanchion_all/texture/basket_stanchioni_nba_bracket_n.png,1024,1024,11,1,BC7_UNORM,NORMAL,1398128,basket_stanchioni_nba_bracket_n.dbd6f01c60cc8dba.tld,False
baskets.SCNE,%databuild_art_root%/asset_library/basket_stanchion_all/texture/basket_stanchioni_nba_shotclock_ao.png,1024,1024,11,1,BC1_UNORM,LINEAR,699064,basket_stanchioni_nba_shotclock_ao.0331355cf6c8abe6.tld,False
baskets.SCNE,NormalAndRoughMap#3f75b1f2_1762,512,512,10,1,BC7_UNORM,LINEAR,349552,normalandroughmap.e8f6e8b08d75c1e5.tld,False
baskets.SCNE,NormalAndRoughMap#d595eca6_1763,512,512,10,1,BC7_UNORM,LINEAR,349552,normalandroughmap.836006b3889be3f9.tld,False
baskets.SCNE,%databuild_art_root%/asset_library/basket_rim_nba/texture/basket_rim_nba_mat_basecolor.png,1024,1024,11,1,BC1_UNORM,,699064,basket_rim_nba_mat_basecolor.18778bafc2885a4b.tld,False
baskets.SCNE,AddOn2NormalAndRoughMap#1d0b567_1447,512,512,10,1,BC7_UNORM,LINEAR,349552,addon2normalandroughmap.9bd19778e993b576.tld,False
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket1:basket,2048,2048,2,2,R11G11B10_FLOAT,LINEAR,41943040,basket.19aa71bf929b9e03.tld,False
baskets.SCNE,%databuild_art_root%/material_library/_generic_textures/logos/logo_nba_current.tga,1024,1024,11,1,BC7_UNORM,,1398128,logo_nba_current.bd8b0c42ba85a7c1.tld,False
baskets.SCNE,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_grunge_surface_001.tga,1024,1024,11,1,BC7_UNORM,LINEAR,1398128,substanceprocedural_grunge_surface_001.a16f5745dc4a6a6c.tld,False
baskets.SCNE,%databuild_art_root%/material_library/_generic_textures/surface_variations/surface_variation_dirt1_normal.png,1024,1024,11,1,BC7_UNORM,NORMAL,1398128,surface_variation_dirt1_normal.80b828dbf9b5c5d7.tld,False
baskets.SCNE,NormalAndRoughMap#a43999f1_1765,512,512,10,1,BC7_UNORM,LINEAR,349552,normalandroughmap.30f0323864f5c026.tld,False
crowd.SCNE,crowd_seats_pixel,8,2167,1,1,R8G8B8A8_UNORM,LINEAR,69344,crowd_seats_pixel.bc7336d499de0905.gz,False
crowd.SCNE,crowd_seats_vertex,4,2167,1,1,R8G8B8A8_UNORM,LINEAR,34672,crowd_seats_vertex.674a68d9eb68bc7a.gz,False
level.SCNE,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dorna_10:clutchtime_court_dorna_low,352,352,2,2,BC6H_UF16,LINEAR,309760,clutchtime_court_dorna_low.32ea4fc334c0fca6.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@doorframe_interiorhingeless_double_2:doorframe_interiorhingeless_double_low,104,104,2,2,BC6H_UF16,LINEAR,27040,doorframe_interiorhingeless_double_low.1bb324b34a6022ca.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_74:light_ceilinga_round_low_linelightvisibility,16,16,2,1,BC4_UNORM,LINEAR,160,light_ceilinga_round_low_linelightvisibility.bbb5c16588a49e77.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_71:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_33:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.2ecec2b6370d05ce.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_a_4:clutchtime_ceilingpanellight_a_low,1200,1200,2,2,BC6H_UF16,LINEAR,3600000,clutchtime_ceilingpanellight_a_low.8b5867b118458247.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_32:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.2ecec2b6370d05ce.tld,True
level.SCNE,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dorna_11:clutchtime_court_dorna_low,352,352,2,2,BC6H_UF16,LINEAR,309760,clutchtime_court_dorna_low.9c2122a4c9c11209.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@clutchtimecurtainstunnels1@Prototype_arena_curtains_prototype_2@curtain100x20_arena_straight300c_2:curtain100x20_arena_straight300c_linelightvisibility,56,56,2,1,BC4_UNORM,LINEAR,1960,curtain100x20_arena_straight300c_linelightvisibility.49e70862deee7549.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_8:clutchtime_balcony_b_low,584,584,2,2,BC6H_UF16,LINEAR,852640,clutchtime_balcony_b_low.b781710f0d3a86e0.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_35:light_ceilinga_round_low_linelightvisibility,16,16,2,1,BC4_UNORM,LINEAR,160,light_ceilinga_round_low_linelightvisibility.bbb5c16588a49e77.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_44:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_89:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_b_0:clutchtime_ceilingpanel_b_low_linelightvisibility,776,776,2,1,BC4_UNORM,LINEAR,376360,clutchtime_ceilingpanel_b_low_linelightvisibility.986325f0b2280183.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_30:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.2ecec2b6370d05ce.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_ceilingpanel_f_6:clutchtime_ceilingpanel_f_low,864,864,2,2,BC6H_UF16,LINEAR,1866240,clutchtime_ceilingpanel_f_low.b79d4288f6d8d8a1.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_23:lighting_suspendedtrack_metalb_low,120,120,2,2,BC6H_UF16,LINEAR,36000,lighting_suspendedtrack_metalb_low.39d3f9d636489350.tld,True
level.SCNE,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dorna_13:clutchtime_court_dorna_low,352,352,2,2,BC6H_UF16,LINEAR,309760,clutchtime_court_dorna_low.829369cbd8440c64.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_68:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.55d0d87fc0e8aeb3.tld,True
level.SCNE,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dorna_12:clutchtime_court_dorna_low,352,352,2,2,BC6H_UF16,LINEAR,309760,clutchtime_court_dorna_low.9e1566431efb8fd7.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@clutchtimecurtainstunnels1@Prototype_arena_curtains_prototype_2@curtain100x20_arena_straight300c_1:curtain100x20_arena_straight300c_linelightvisibility,56,56,2,1,BC4_UNORM,LINEAR,1960,curtain100x20_arena_straight300c_linelightvisibility.49e70862deee7549.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_39:lighting_suspendedtrack_metalb_low,120,120,2,2,BC6H_UF16,LINEAR,36000,lighting_suspendedtrack_metalb_low.f67e425b8870247e.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_66:light_ceilinga_round_low,16,16,2,2,BC6H_UF16,LINEAR,640,light_ceilinga_round_low.857e5a3f18a13cc5.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_railing_2:clutchtime_balcony_railing_low,104,104,2,2,BC6H_UF16,LINEAR,27040,clutchtime_balcony_railing_low.c031c83a849568ea.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_e_1:clutchtime_ceilingpanellight_e_low,1168,1168,2,2,BC6H_UF16,LINEAR,3410560,clutchtime_ceilingpanellight_e_low.22f1894ba5e7b686.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_31:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.2ecec2b6370d05ce.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling@clutchtime_ceiling_c:clutchtime_ceiling_c_low,1120,1120,2,2,BC6H_UF16,LINEAR,3136000,clutchtime_ceiling_c_low.3264859e8fa13abf.tld,False
level.SCNE,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dorna_17:clutchtime_court_dorna_low,352,352,2,2,BC6H_UF16,LINEAR,309760,clutchtime_court_dorna_low.c5018b6bb03cc127.tld,False
level.SCNE,NormalAndRoughMap#7b1e8eb5_1538,1024,1024,11,1,BC7_UNORM,LINEAR,1398128,normalandroughmap.cec22ac7545c7488.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_0:clutchtime_balcony_b_low_linelightvisibility,584,584,2,1,BC4_UNORM,LINEAR,213160,clutchtime_balcony_b_low_linelightvisibility.a9e3bd16c6faf7de.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_157:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.93c66a293d121a49.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_29:light_ceilinga_round_low_linelightvisibility,16,16,2,1,BC4_UNORM,LINEAR,160,light_ceilinga_round_low_linelightvisibility.bbb5c16588a49e77.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_14:lighting_suspendedtrack_metalb_low,120,120,2,2,BC6H_UF16,LINEAR,36000,lighting_suspendedtrack_metalb_low.2bc6d9cb3684a3ee.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_144:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.5ed23829b8f9759c.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_96:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.f0395e6a2a03aa53.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_ceiling_balcony_2:clutchtime_ceiling_balcony_low,96,96,2,2,BC6H_UF16,LINEAR,23040,clutchtime_ceiling_balcony_low.dcbead4807870fbc.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_5:lighting_suspendedtrack_metalb_low,120,120,2,2,BC6H_UF16,LINEAR,36000,lighting_suspendedtrack_metalb_low.ee1a45c5447cef56.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_34:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.2ecec2b6370d05ce.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_a_2:clutchtime_balcony_a_low,696,696,2,2,BC6H_UF16,LINEAR,1211040,clutchtime_balcony_a_low.0186c5fd9358ab4d.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_68:light_ceilinga_round_low_linelightvisibility,16,16,2,1,BC4_UNORM,LINEAR,160,light_ceilinga_round_low_linelightvisibility.bbb5c16588a49e77.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@door_interiorwindowb_leftdbl_6:door_interiorwindowb_leftdbl,112,112,2,2,BC6H_UF16,LINEAR,31360,door_interiorwindowb_leftdbl.74216ab7f1942aab.tld,True
level.SCNE,%databuild_art_root%/substance_library/graphs/metal_aluminium/exports/metal_aluminium_basecolor.png,1024,1024,11,1,BC1_UNORM,,699064,metal_aluminium_basecolor.d8b27ce831ee6d11.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_35:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.2ecec2b6370d05ce.tld,True
level.SCNE,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dorna_16:clutchtime_court_dorna_low,352,352,2,2,BC6H_UF16,LINEAR,309760,clutchtime_court_dorna_low.840cad5a4fc97b76.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_25:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.598af9beaca4c44c.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@sign_exit_generic_2:sign_exit_generic_linelightvisibility,24,24,2,1,BC4_UNORM,LINEAR,360,sign_exit_generic_linelightvisibility.bff29216041431a6.tld,True
level.SCNE,%databuild_art_root%/asset_library/chair_arena_kit/texture/chair_arenacrowd_seatbackcushion_mat_ao.png,1024,1024,11,1,BC1_UNORM,LINEAR,699064,chair_arenacrowd_seatbackcushion_mat_ao.e37849c7afa249d7.tld,False
level.SCNE,NormalAndRoughMap#a01c7991_1424,1024,1024,11,1,BC7_UNORM,LINEAR,1398128,normalandroughmap.599f9bc1f8539a8e.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_37:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.2ecec2b6370d05ce.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_41:light_ceilinga_round_low,16,16,2,2,BC6H_UF16,LINEAR,640,light_ceilinga_round_low.326d13482f23ae6d.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_55:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.5834622414d485ae.tld,True
