scene_file,model,mesh,material,primitive_type,index_count,radius,min,max,index_binary,vertex_binaries
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_padding_arm_geo3Shape,basket_stanchioni2_nba:c1142d1a:padding_logo_arm_mat,,672,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_padding_arm_tape_geo3Shape,basket_stanchioni2_nba:bracket_rubber_black_mat,,432,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_shotclock_primary_support_geo3Shape,basket_stanchioni2_nba:stanchion_metal_paint_charcoal_mat,,426,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:487f6159:backboard_chrome_white_mat,,288,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shotclock_chrome_white_mat,,240,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_shotclock_secondary_support_geo3Shape,basket_stanchioni2_nba:metal_metal_paint_charcoal_dull_mat,,516,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:bracket_chrome_midgray_mat,,672,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shotclock_chrome_white_mat,,240,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_shotclock_brace_geo5Shape,,,72,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:487f6159:backboard_chrome_white_mat,,804,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:stanchion_metal_paint_charcoal_mat,,48,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_shotclock_brace_geo6Shape,basket_stanchioni2_nba:shotclock_chrome_white_mat,,72,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:487f6159:backboard_chrome_white_mat,,804,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:stanchion_metal_paint_charcoal_mat,,48,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_shotclock_wire_geo3Shape,basket_stanchioni2_nba:plastic_coarse_black_mat,,12090,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_controller_geo3Shape,basket_stanchioni2_nba:bracket_metal_paint_midgray1_mat,,60,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:bracket_rubber_gray_mat,,504,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_speaker_geo5Shape,basket_stanchioni2_nba:bracket_metal_paint_charcoal_mat,,288,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:bracket_metal_paint_midgray2_mat,,96,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:bracket_chrome_midgray_mat,,48,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_speaker_geo6Shape,basket_stanchioni2_nba:bracket_metal_paint_charcoal_mat,,288,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:bracket_metal_paint_midgray2_mat,,96,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:bracket_chrome_midgray_mat,,48,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_speaker_control_geo3Shape,basket_stanchioni2_nba:bracket_metal_paint_charcoal_mat,,132,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:bracket_metal_powder_mat,,84,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:bracket_metal_paint_midgray2_mat,,216,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,stanchion_i_speaker_wire_geo3Shape,basket_stanchioni2_nba:plastic_coarse_black_mat,,2196,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_primary_geo3Shape,basket_stanchioni2_nba:shotclock_chrome_white_mat,,792,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shotclock_plastic_coarse_decal_mat,,1392,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:plastic_coarse_black_mat,,336,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shotclock_metal_paint_charcoal_mat,,912,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:bracket_metal_paint_charcoal_mat,,132,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_digits_primary_geo3Shape,basket_stanchioni2_nba:shot_bottom,,12,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig7,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig5,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig6,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig4,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig3,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_down,,12,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_up,,12,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig1,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig2,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig11,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig10,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dots,,24,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig8,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig9,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_digits_grey_primary_geo3Shape,basket_stanchioni2_nba:shotclock_digits_grey_mat,,2892,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_primary_yellowLights_front_on_geo3Shape,basket_stanchioni2_nba:led_light_strips_yellow,,6,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_primary_yellowLights_back_on_geo3Shape,,,6,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
